Crime type,Easting,Northing
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Anti-social behaviour,375246,164485
Violent crime,361896,171180
Other crime,361896,171180
Other crime,364240,190328
Other crime,364240,190328
Other crime,364240,190328
Vehicle crime,364240,190328
Violent crime,333294,161524
Anti-social behaviour,333294,161524
Anti-social behaviour,361445,181188
Burglary,323033,126074
Vehicle crime,323033,126074
Other crime,348315,136343
Anti-social behaviour,348315,136343
Anti-social behaviour,348315,136343
Anti-social behaviour,361995,168299
Other crime,378367,149035
Other crime,354784,115203
Anti-social behaviour,354784,115203
Anti-social behaviour,374168,163878
Anti-social behaviour,359275,176355
Other crime,361910,171392
Other crime,360272,167258
Anti-social behaviour,360272,167258
Burglary,363563,129393
Other crime,363563,129393
Anti-social behaviour,333647,161256
Other crime,358464,178660
Anti-social behaviour,358464,178660
Anti-social behaviour,358464,178660
Anti-social behaviour,343412,117148
Anti-social behaviour,343412,117148
Anti-social behaviour,343412,117148
Other crime,359532,171232
Anti-social behaviour,359532,171232
Anti-social behaviour,359532,171232
Other crime,356676,169437
Burglary,362371,175237
Violent crime,362371,175237
Violent crime,362371,175237
Other crime,362371,175237
Vehicle crime,362371,175237
Other crime,362371,175237
Anti-social behaviour,362371,175237
Violent crime,330794,148405
Anti-social behaviour,352392,176248
Anti-social behaviour,352392,176248
Burglary,355794,175653
Other crime,356331,179298
Other crime,356331,179298
Other crime,356331,179298
Anti-social behaviour,356331,179298
Other crime,356170,179404
Other crime,356170,179404
Burglary,367193,172561
Anti-social behaviour,367193,172561
Other crime,362809,181261
Anti-social behaviour,362809,181261
Anti-social behaviour,362809,181261
Other crime,296812,146267
Violent crime,296812,146267
Other crime,349882,138912
Other crime,349882,138912
Burglary,349882,138912
Other crime,349882,138912
Other crime,349882,138912
Violent crime,349882,138912
Violent crime,349882,138912
Other crime,349882,138912
Violent crime,349882,138912
Other crime,349882,138912
Other crime,349882,138912
Violent crime,349882,138912
Violent crime,349882,138912
Violent crime,349882,138912
Other crime,349882,138912
Burglary,349882,138912
Anti-social behaviour,349882,138912
Anti-social behaviour,349882,138912
Anti-social behaviour,349882,138912
Anti-social behaviour,349882,138912
Other crime,307220,116967
Violent crime,378247,173613
Other crime,378247,173613
Violent crime,355016,145771
Other crime,355016,145771
Vehicle crime,355016,145771
Anti-social behaviour,355016,145771
Violent crime,371278,128616
Other crime,371278,128616
Other crime,371278,128616
Violent crime,371278,128616
Other crime,371278,128616
Anti-social behaviour,371278,128616
Anti-social behaviour,364103,132369
Violent crime,377697,148092
Other crime,377697,148092
Other crime,377697,148092
Other crime,377697,148092
Other crime,377697,148092
Violent crime,377697,148092
Violent crime,377697,148092
Anti-social behaviour,377697,148092
Anti-social behaviour,377697,148092
Vehicle crime,344144,109829
Violent crime,344144,109829
Anti-social behaviour,344144,109829
Violent crime,343225,116919
Violent crime,343225,116919
Anti-social behaviour,343225,116919
Other crime,344108,109691
Violent crime,344108,109691
Other crime,344108,109691
Anti-social behaviour,344108,109691
Violent crime,329590,137024
Other crime,329590,137024
Other crime,329590,137024
Other crime,354659,145572
Other crime,332063,147122
Other crime,332063,147122
Other crime,332063,147122
Other crime,332063,147122
Other crime,332063,147122
Anti-social behaviour,332063,147122
Anti-social behaviour,332063,147122
Anti-social behaviour,332063,147122
Anti-social behaviour,332063,147122
Anti-social behaviour,332063,147122
Other crime,358822,170706
Anti-social behaviour,358822,170706
Anti-social behaviour,358822,170706
Violent crime,354387,117137
Anti-social behaviour,354387,117137
Anti-social behaviour,354387,117137
Anti-social behaviour,354387,117137
Anti-social behaviour,354387,117137
Anti-social behaviour,354387,117137
Anti-social behaviour,354387,117137
Other crime,330151,135872
Other crime,330151,135872
Anti-social behaviour,330151,135872
Other crime,374348,165401
Other crime,374348,165401
Anti-social behaviour,374348,165401
Anti-social behaviour,374348,165401
Violent crime,330522,150203
Other crime,358661,173658
Other crime,358661,173658
Violent crime,358661,173658
Other crime,358661,173658
Violent crime,358661,173658
Other crime,358661,173658
Violent crime,358661,173658
Other crime,358661,173658
Violent crime,358661,173658
Violent crime,358661,173658
Other crime,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Anti-social behaviour,358661,173658
Vehicle crime,374426,165559
Other crime,374426,165559
Burglary,374426,165559
Anti-social behaviour,374426,165559
Anti-social behaviour,374426,165559
Anti-social behaviour,374426,165559
Other crime,358879,173587
Other crime,358879,173587
Other crime,358879,173587
Violent crime,358879,173587
Violent crime,358879,173587
Violent crime,358879,173587
Violent crime,358879,173587
Other crime,358879,173587
Other crime,358879,173587
Other crime,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Anti-social behaviour,358879,173587
Violent crime,362182,175160
Other crime,362182,175160
Violent crime,362182,175160
Burglary,362182,175160
Violent crime,362182,175160
Violent crime,362182,175160
Violent crime,362182,175160
Anti-social behaviour,297322,145405
Burglary,356243,169118
Burglary,356243,169118
Anti-social behaviour,357449,179327
Vehicle crime,359598,171429
Vehicle crime,359598,171429
Anti-social behaviour,343420,154586
Anti-social behaviour,330785,136672
Anti-social behaviour,330785,136672
Other crime,372951,163041
Anti-social behaviour,372951,163041
Other crime,361189,172855
Anti-social behaviour,355004,117242
Anti-social behaviour,355004,117242
Anti-social behaviour,355004,117242
Anti-social behaviour,355004,117242
Anti-social behaviour,355004,117242
Other crime,357505,170709
Other crime,357505,170709
Other crime,357505,170709
Vehicle crime,357505,170709
Other crime,357505,170709
Vehicle crime,352110,177734
Other crime,358668,172809
Other crime,358668,172809
Other crime,358668,172809
Anti-social behaviour,358668,172809
Anti-social behaviour,358668,172809
Other crime,364170,175551
Other crime,364170,175551
Anti-social behaviour,364170,175551
Anti-social behaviour,364170,175551
Anti-social behaviour,364170,175551
Violent crime,375311,166403
Other crime,340783,171189
Other crime,340783,171189
Other crime,376789,146760
Other crime,360734,171014
Burglary,360734,171014
Anti-social behaviour,352003,174955
Burglary,366738,143385
Other crime,366738,143385
Anti-social behaviour,364161,172182
Anti-social behaviour,358133,170468
Anti-social behaviour,347369,120408
Anti-social behaviour,358206,170530
Other crime,331107,149782
Other crime,331107,149782
Violent crime,331107,149782
Anti-social behaviour,331107,149782
Anti-social behaviour,354195,146221
Other crime,355828,116293
Other crime,355828,116293
Anti-social behaviour,355828,116293
Anti-social behaviour,355828,116293
Anti-social behaviour,355828,116293
Other crime,322815,124260
Other crime,322815,124260
Other crime,322815,124260
Other crime,322815,124260
Other crime,322815,124260
Other crime,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Anti-social behaviour,322815,124260
Vehicle crime,366313,171670
Other crime,360447,177008
Other crime,360447,177008
Anti-social behaviour,360447,177008
Anti-social behaviour,360447,177008
Anti-social behaviour,360447,177008
Other crime,358854,177191
Anti-social behaviour,358854,177191
Anti-social behaviour,358854,177191
Anti-social behaviour,358854,177191
Anti-social behaviour,358854,177191
Other crime,376669,146463
Other crime,376669,146463
Other crime,376669,146463
Other crime,376669,146463
Other crime,376669,146463
Anti-social behaviour,376669,146463
Anti-social behaviour,376669,146463
Anti-social behaviour,376669,146463
Other crime,323592,125761
Other crime,323592,125761
Violent crime,323592,125761
Other crime,323592,125761
Violent crime,323592,125761
Anti-social behaviour,323592,125761
Anti-social behaviour,323592,125761
Anti-social behaviour,323592,125761
Anti-social behaviour,362158,168116
Anti-social behaviour,362158,168116
Anti-social behaviour,358792,179555
Violent crime,345884,118892
Anti-social behaviour,345884,118892
Anti-social behaviour,345884,118892
Anti-social behaviour,362708,168564
Anti-social behaviour,329941,130713
Anti-social behaviour,335277,161133
Violent crime,354823,178609
Violent crime,354823,178609
Anti-social behaviour,354823,178609
Anti-social behaviour,354823,178609
Burglary,359418,175006
Anti-social behaviour,359418,175006
Anti-social behaviour,359418,175006
Anti-social behaviour,359418,175006
Anti-social behaviour,359418,175006
Other crime,361966,181429
Violent crime,361966,181429
Violent crime,361966,181429
Anti-social behaviour,361966,181429
Anti-social behaviour,361966,181429
Anti-social behaviour,361966,181429
Anti-social behaviour,361966,181429
Anti-social behaviour,348076,128574
Burglary,364420,174287
Other crime,373633,164289
Vehicle crime,363310,174988
Other crime,363310,174988
Other crime,363360,174812
Violent crime,363360,174812
Violent crime,356598,116935
Anti-social behaviour,356598,116935
Anti-social behaviour,356598,116935
Anti-social behaviour,356598,116935
Anti-social behaviour,356598,116935
Anti-social behaviour,332268,147936
Robbery,365472,176313
Violent crime,365472,176313
Other crime,365472,176313
Other crime,358398,168306
Other crime,358398,168306
Burglary,358398,168306
Other crime,358398,168306
Anti-social behaviour,358398,168306
Anti-social behaviour,358398,168306
Violent crime,358457,168210
Anti-social behaviour,357834,169202
Vehicle crime,357859,169325
Other crime,360961,172810
Other crime,352872,116503
Other crime,352872,116503
Other crime,352872,116503
Other crime,352872,116503
Anti-social behaviour,353307,176950
Other crime,368999,167754
Burglary,368999,167754
Violent crime,368999,167754
Anti-social behaviour,335457,161969
Violent crime,366567,177516
Anti-social behaviour,366567,177516
Anti-social behaviour,369570,165389
Anti-social behaviour,369570,165389
Other crime,329722,139281
Violent crime,329722,139281
Other crime,333629,158723
Violent crime,333629,158723
Other crime,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,333629,158723
Anti-social behaviour,320082,143131
Other crime,346300,136450
Other crime,371338,184238
Anti-social behaviour,371338,184238
Burglary,378787,167454
Anti-social behaviour,378787,167454
Other crime,361742,143994
Anti-social behaviour,361742,143994
Other crime,357090,117090
Anti-social behaviour,332121,161504
Violent crime,351462,178213
Anti-social behaviour,351462,178213
Anti-social behaviour,363194,174171
Anti-social behaviour,363194,174171
Anti-social behaviour,363194,174171
Anti-social behaviour,363194,174171
Anti-social behaviour,363194,174171
Anti-social behaviour,367579,181438
Anti-social behaviour,356677,113665
Other crime,329113,137759
Other crime,329113,137759
Other crime,312730,120224
Anti-social behaviour,312730,120224
Burglary,360072,167425
Vehicle crime,362365,158132
Vehicle crime,362365,158132
Vehicle crime,362365,158132
Anti-social behaviour,334447,141155
Violent crime,375047,162867
Violent crime,375047,162867
Other crime,375047,162867
Other crime,375047,162867
Other crime,375047,162867
Violent crime,375047,162867
Violent crime,375047,162867
Other crime,375047,162867
Other crime,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Anti-social behaviour,375047,162867
Violent crime,359198,172056
Robbery,359198,172056
Other crime,359198,172056
Other crime,359198,172056
Anti-social behaviour,359198,172056
Anti-social behaviour,359198,172056
Anti-social behaviour,359198,172056
Anti-social behaviour,359198,172056
Anti-social behaviour,359198,172056
Anti-social behaviour,359198,172056
Violent crime,354551,178068
